name_1,name_2,prediction,token_set_ratio,label,error
montana contractors association,contra costa association,0.0009340766,0.84,0.0,False
preeminence,preminence,0.999583,0.95,1.0,False
carlisle corporation,delias corporation,0.045250148,0.79,0.0,False
ah robins company inc,shandor company inc,0.0013483184,0.73,0.0,False
exaggerating,exagerating,0.99957156,0.96,1.0,False
american trauma society,american security,0.62919545,0.7,0.0,True
athenians,atheneans,0.9998702,0.89,1.0,False
mailworks inc,filmworks inc,0.034387305,0.85,0.0,False
minnesota federation of teachers,marion county federation of teachers,0.18601891,0.81,0.0,False
kraco enterprises inc,tolach enterprises inc,0.0005755915,0.84,0.0,False
unforgettable,unforgetable,0.9938477,0.96,1.0,False
traditionally,traditionaly,0.99209374,0.96,1.0,False
octahedral,octohedral,0.9024979,0.9,1.0,False
polysaccharide,polysaccaride,0.99688655,0.96,1.0,False
franklin financial group inc,franklin financial group llc,0.5078961,0.93,1.0,False
madison project,edison project,0.07130178,0.9,0.0,False
worrell enterprises inc,koller enterprises inc,0.00053350563,0.84,0.0,False
bonanno,bonnano,0.99585146,0.86,1.0,False
plausible,plausable,0.99981034,0.89,1.0,False
publisher,pblisher,0.88300574,0.94,1.0,False
suspension,suspention,0.9977381,0.9,1.0,False
recurring,reaccurring,0.989449,0.9,1.0,False
whereabouts,wereabouts,0.9910284,0.95,1.0,False
policemens benevolent association local 177,police benevolent association local 9,0.12648357,0.9,1.0,True
commission,comision,0.999814,0.89,1.0,False
ropes gray,ayres law group,7.971541e-05,0.24,0.0,False
notable,noteable,0.99986416,0.93,1.0,False
minnesota coalition against sexual assault,national coalition against sexual assault,0.09261887,0.88,0.0,False
professional services council,cir professional services llc,0.006264845,0.84,0.0,False
bond market association,oak tree association,0.0019196376,0.74,0.0,False
made corporation,crampton incorporated,0.0032254572,0.49,0.0,False
controversial,controvercial,0.9326316,0.92,1.0,False
television,telelevision,0.9943105,0.91,1.0,False
itl industries ltd,alta industries ltd,0.0007610549,0.88,0.0,False
heredity,heridity,0.9976167,0.88,1.0,False
crane co,chesterman co,0.8305658,0.67,0.0,True
materialist,materalists,0.9932409,0.91,1.0,False
victor santibanez,victor santibanez,0.94279635,1.0,1.0,False
emanated,eminated,0.9989615,0.88,1.0,False
lci international inc,cal fruit international inc,0.0068601444,0.89,0.0,False
day enterprises,psd enterprises,0.10515682,0.87,0.0,False
initial,inital,0.9995808,0.92,1.0,False
financial services industry,rts financial services inc,0.00038951714,0.83,0.0,False
preferred communications inc,renard communications inc,0.2092908,0.87,0.0,False
texas medical association,sc dental association,0.05834854,0.74,0.0,False
immigrant and refugee rights project,fowler nursery,0.0026844915,0.12,0.0,False
doing,doign,0.9998888,0.8,1.0,False
time warner,western media group,0.74349403,0.4,0.0,True
geoff whittle,geoffrey p whittle,0.99904126,0.84,1.0,False
pietro g morasso,pietro morasso,0.92951053,1.0,1.0,False
alexander keizelman,alexander kesselman,0.33853954,0.89,1.0,True
necessarily,necesarily,0.99912125,0.95,1.0,False
pauline berry,pauline m berry,0.9961512,1.0,1.0,False
vicinity,vincinity,0.97975785,0.94,1.0,False
structure,stucture,0.9997056,0.94,1.0,False
indispensable,indispensible,0.9973958,0.92,1.0,False
catherine vaucelle,cati vaucelle,0.905378,0.84,1.0,False
marine insurance company ltd,prudential insurance company,0.039752334,0.76,0.0,False
texas association of school administrators,buckeye association of school administrators,0.0042470302,0.92,0.0,False
air moving and conditioning association inc,tgs joint venture,0.0011222835,0.2,0.0,False
george almasi,george s almasi,0.99829125,1.0,1.0,False
crucifixion,crucifiction,0.99570906,0.87,1.0,False
citizens for tax justice,citizens for ted curtis,0.55612296,0.77,0.0,True
achievements,acheivements,0.997677,0.92,1.0,False
replacement,relpacement,0.99715275,0.91,1.0,False
emc corporation,icm corporation,0.00867971,0.87,0.0,False
ukrainian,ukranian,0.99866354,0.94,1.0,False
jayram s thathachar,t s jayram,0.66255987,0.89,1.0,False
smith office products,us office products,0.6716668,0.91,0.0,True
marjory c c abreu,marjory cristiany da costa abreu,0.99952537,0.93,1.0,False
catholic medical association,idaho medical association,0.012282153,0.87,0.0,False
major county sheriffs association,washoe county sheriffs association,0.04013705,0.9,0.0,False
misfortunes,misfourtunes,0.9893398,0.96,1.0,False
emeco inc,new limeco llc,0.002813723,0.52,0.0,False
unauthorised,unathorised,0.99659646,0.96,1.0,False
united church of christ,atkins church of christ,0.0004510324,0.82,0.0,False
enameled,enameld,0.97714496,0.93,1.0,False
capital,captial,0.9966882,0.86,1.0,False
ramos investment co,investors management co,0.20880531,0.62,0.0,False
gsb associates inc,kgb associates inc,0.0035699052,0.94,0.0,False
dan benishek,jim slezak,0.31324103,0.18,0.0,False
liberty counsel,insul crete,0.050201427,0.31,0.0,False
games,ganes,0.99994916,0.8,1.0,False
national association of social workers california chapter,national association of social workers la chapter,0.5696608,0.97,0.0,True
royal electric inc,valley couriers inc,0.00089847593,0.43,0.0,False
which,whic,0.9974489,0.89,1.0,False
having,hvaing,0.9756106,0.83,1.0,False
nuisance,nusance,0.9995897,0.93,1.0,False
transcending,transending,0.99816364,0.96,1.0,False
florida home builders association,virginia home builders association,0.025430743,0.87,0.0,False
architectures,architechtures,0.99755096,0.96,1.0,False
american short line railroad association,polish american contractors builders association,0.042348508,0.67,0.0,False
ghaya rekaya,ghaya rekaya ben othman,0.98726016,1.0,1.0,False
cigna corporation,guidant corporation,0.002984158,0.79,0.0,False
publisher,publishher,0.99894977,0.95,1.0,False
accomplishment,acomplishment,0.926452,0.96,1.0,False
odgen marine inc,mersino dewatering inc,0.04218985,0.53,0.0,False
first national bank of altus,first national bank of blue island,0.50873685,0.88,0.0,True
physically,physicaly,0.9968203,0.95,1.0,False
latinojustice puerto rican legal defense and education fund inc,fitzgerald mcgroarty lipari corp,0.18541852,0.17,0.0,False
robert e andrews,rob andrews,0.9804021,0.81,1.0,False
xo communications inc,fusion communications llc,0.0007342103,0.8,0.0,False
musical,muscial,0.9998585,0.86,1.0,False
m anwar hasan,m anwarul hasan,0.9901244,0.93,1.0,False
ohio chamber of commerce,maui chamber of commerce,0.0027535171,0.88,0.0,False
robert l scot drysdale,robert l scot drysdale,0.48384356,1.0,1.0,True
dan lungren,ricky gill,0.26887167,0.19,0.0,False
defiance,definance,0.9990691,0.94,1.0,False
cetus corporation,united contractors corp,0.055542447,0.45,0.0,False
required,recquired,0.99891853,0.94,1.0,False
messaging,messenging,0.9985308,0.84,1.0,False
matt salmon,andy biggs,7.21792e-05,0.29,0.0,False
scalable,scaleable,0.99977183,0.94,1.0,False
stb enterprises inc,botruc enterprises inc,7.266367e-05,0.88,0.0,False
hans voss,hans voss,0.9998526,1.0,1.0,False
liquefy,liquify,0.9999216,0.86,1.0,False
national association of social workers,national association of social workers tx pace,0.49503168,1.0,1.0,True
claudio f r geyer,claudio fernando resin geyer,0.9981824,0.87,1.0,False
daniel william lipinski,daniel lipinski,0.9691633,1.0,1.0,False
annies,abene insurance,0.32259896,0.29,0.0,False
foreword,foreward,0.99031496,0.88,1.0,False
vacuum,vaccume,0.9755489,0.77,1.0,False
subcategories,subcatagories,0.99649554,0.92,1.0,False
ed case,bob hogue,0.17919976,0.12,0.0,False
summit communications inc,withers communications inc,0.2424943,0.84,0.0,False
trafficked,trafficed,0.99968827,0.95,1.0,False
distinguish,distingish,0.99948144,0.95,1.0,False
courtneys house,southwest journey,0.024382327,0.62,0.0,False
commitment,committment,0.9986868,0.95,1.0,False
katia p sycara,katia sycara cyranski,0.9467705,0.92,1.0,False
rigorous,rigourous,0.9965133,0.94,1.0,False
charles w boustany jr,charles boustany,0.49530777,1.0,1.0,True
friends of animals inc,friends of ray clasing,0.1900454,0.68,0.0,False
rotary international,parrot international,0.01361445,0.85,0.0,False
amway corporation,ywc corporation,0.015084759,0.85,0.0,False
occasions,occassions,0.99858856,0.95,1.0,False
formalize,formallize,0.99915737,0.95,1.0,False
james himes,jim himes,0.18394056,0.8,1.0,True
kanagasabai rajaraman,rajaraman kanagasabai,0.12707677,1.0,1.0,True
elan pharmaceuticals inc,signal pharmaceuticals llc,0.0029709337,0.77,0.0,False
eligible,eligable,0.9999021,0.88,1.0,False
walmart stores inc,wal mart stores inc,0.07972599,0.81,1.0,True
government of australia,usaa government relations,0.04106714,0.67,0.0,False
david w cheung,david wai lok cheung,0.9994909,0.92,1.0,False
thorough,throrough,0.9998381,0.94,1.0,False
sbc communications inc,best communication inc,7.6775126e-05,0.77,0.0,False
republican,repubican,0.99789923,0.95,1.0,False
netherlands bar association,national beer association,0.03335296,0.69,0.0,False
guenther lackner,gunther lackner,0.6896254,0.97,1.0,False
alliant energy corporation,daniel realty corporation,0.0036849405,0.63,0.0,False
hasbro inc,thomas britt inc,0.0013022783,0.54,0.0,False
premiere,premeire,0.9975888,0.88,1.0,False
bill posey,todd long,0.020156434,0.32,0.0,False
privilege,privalege,0.9997957,0.89,1.0,False
commemorative,commerorative,0.9753907,0.92,1.0,False
amway corporation,aai corporation,0.0029678547,0.88,0.0,False
successive,sucessive,0.9986476,0.95,1.0,False
local 36 international association of firefighters,international association of firefighters club 83,0.0015178656,0.91,0.0,False
indiana chamber of commerce,hartland chamber of commerce,0.0058389977,0.83,0.0,False
clairol inc,all cicro inc,0.11781243,0.67,0.0,False
hyouk ryeol choi,hyoukryeol choi,0.98833424,0.97,1.0,False
truly,truely,0.99994856,0.91,1.0,False
ars technica,estara inc,0.14848588,0.36,0.0,False
which,whihc,0.99976486,0.8,1.0,False
simultaneously,simultanously,0.9968481,0.96,1.0,False
despicable,dispicable,0.99957615,0.9,1.0,False
gronemeier barker huerta,int l assn of theatrical stage emps 695,0.5997954,0.25,0.0,True
adam putnam,dennis ross,0.24303986,0.18,0.0,False
gabriel jimenez,gabriel jimenez moreno,0.99444777,1.0,1.0,False
united food and commercial workers,local 770 united food and commercial workers,0.01284718,1.0,1.0,True
walther electric company,warren electric company,0.5104913,0.85,0.0,True
invesco inc,osi inc,0.006003792,0.6,0.0,False
new jersey ophthalmological society,new york state ophthalmological society,0.23541223,0.89,0.0,False
establishes,estabishes,0.99886274,0.95,1.0,False
acclimatization,acclimitization,0.9238899,0.93,1.0,False
c a s santos,celso alberto saibel santos,0.9996339,0.67,1.0,False
e p robinson,edmund robinson,0.65793175,0.8,1.0,False
amoco corp,tomac corp,0.1652459,0.7,0.0,False
party,pary,0.9999556,0.89,1.0,False
speech communication association,memphis education association,0.00362077,0.69,0.0,False
league,leage,0.9872928,0.91,1.0,False
significant,siginificant,0.99904406,0.96,1.0,False
inevitable,inevitible,0.9998176,0.9,1.0,False
cincinnati,cincinatti,0.99780273,0.9,1.0,False
pronunciation,pronounciation,0.9369026,0.96,1.0,False
governance,goverance,0.99965906,0.95,1.0,False
parents rights inc,insight partners inc,0.0103974845,0.58,0.0,False
rewritten,rewitten,0.99924755,0.94,1.0,False
american electric power company inc,the american electric power company,0.023552435,0.94,1.0,True
around,arund,0.99992925,0.91,1.0,False
joseph,jospeh,0.9999804,0.83,1.0,False
atx communications inc,texcorp communications inc,0.00534923,0.9,0.0,False
affair,afair,0.99979615,0.91,1.0,False
florida bankers association,florida nusese association,0.08627022,0.87,0.0,False
jay allen eisen law corporation,jay allen eisen law carporation,0.17288022,0.97,1.0,True
roseli a f romero,roseli a francelin romero,0.97706205,0.94,1.0,False
amnesty international,mantech international,0.005887205,0.81,0.0,False
third,thrid,0.99864405,0.8,1.0,False
androgynous,androgenous,0.9970784,0.91,1.0,False
levi strauss and co,levi strauss company,0.78200173,0.77,1.0,False
port line,inktel corp,0.00310719,0.3,0.0,False
tendency,tendancy,0.99605167,0.88,1.0,False
endoliths,endolithes,0.9865115,0.95,1.0,False
kwan l yeung,kwan lawrence yeung,0.99703383,0.91,1.0,False
phonograph,phongraph,0.99967164,0.95,1.0,False
teva pharmaceuticals,kai pharmaceuticals,0.030403502,0.88,0.0,False
xo communications inc,i communications inc,4.7642105e-05,0.95,0.0,False
share group inc,the parris group inc,0.022304427,0.75,0.0,False
lehman brothers inc,hoffman brothers inc,0.004902625,0.87,0.0,False
rockefeller,rockerfeller,0.99091625,0.96,1.0,False
national association of social workers california chapter,national association of social workers california,0.53265274,1.0,1.0,False
pregis corporation,nebris corporation,0.0021865852,0.83,0.0,False
dba international,pnb international,0.013222411,0.88,0.0,False
publisher,pubilsher,0.99938065,0.89,1.0,False
tennessee association of broadcasters,nat association of broadcasters,0.012207558,0.93,0.0,False
ying dar jason lin,ying dar lin,0.9892364,1.0,1.0,False
politician,politican,0.9965816,0.95,1.0,False
dont waste arizona,state road inn,0.004203164,0.31,0.0,False
oci international inc,tyco international us inc,0.0020516494,0.89,0.0,False
families,fimilies,0.7812009,0.88,1.0,False
devastated,devasted,0.9970968,0.89,1.0,False
womens city,stom inc,0.00665211,0.42,0.0,False
stb enterprises inc,scj enterprises inc,0.0013131303,0.89,0.0,False
concerned citizens for clean water,concerned citizens for paul gnade,0.5027052,0.8,0.0,True
sepracor inc,acres inc,1.47542405e-05,0.67,0.0,False
day enterprises,lyall enterprises,0.0701669,0.85,0.0,False
edison international,genix international,0.41010287,0.82,0.0,False
pott industries inc,hampton industries inc,0.0008873762,0.85,0.0,False
succeeded,succedded,0.9997354,0.89,1.0,False
government finance officers association,cmte to elect holt faircloth,0.030373478,0.33,0.0,False
united technologies corp,nupro technologies inc,0.0028867798,0.71,0.0,False
renowned,reknowned,0.9997964,0.94,1.0,False
virginia citizens defense league,virginia citizens defense league inc,0.5937272,1.0,1.0,False
international brotherhood of teamsters,international brotherhood of teamsters afl cio,0.51634014,1.0,1.0,False
jaelson brelaz de castro,jaelson castro,0.8780677,1.0,1.0,False
cbs inc,scmb inc,0.002433949,0.8,0.0,False
wisconsin builders association,wisconsin road builders association,0.07957414,1.0,0.0,False
annual,anual,0.9999749,0.91,1.0,False
e c m noyons,ed c m noyons,0.9996453,0.96,1.0,False
coming,comming,0.9998587,0.92,1.0,False
community rehabilitation services,community rehabilitation center,0.6128789,0.87,0.0,True
allowing,alowing,0.99995816,0.93,1.0,False
approximately,aproximately,0.9990828,0.96,1.0,False
view engineering inc,eba engineering inc,1.0549977e-05,0.88,0.0,False
business,buisness,0.99989253,0.88,1.0,False
accommodate,accomdate,0.99770796,0.9,1.0,False
sebastian international inc,sobit international inc,0.0067572873,0.85,0.0,False
filofax incorporated,wali incorporated,0.036319662,0.83,0.0,False
worrell enterprises inc,crews enterprise inc,1.1997914e-05,0.65,0.0,False
michael molloy,michael s o molloy,0.9951365,1.0,1.0,False
cpc international inc,crm international inc,0.02888947,0.9,0.0,False
months,monts,0.99993104,0.91,1.0,False
continued,contined,0.99990994,0.94,1.0,False
afscme international,sea international inc,0.003814494,0.79,0.0,False
minuscule,miniscule,0.99923956,0.89,1.0,False
hank johnson jr,hank johnson,0.99142116,1.0,1.0,False
action apartment association,ati apartment association,0.1548171,0.94,0.0,False
negotiate,negociate,0.9961005,0.89,1.0,False
raucous,racaus,0.9360685,0.77,1.0,False
architect,architecht,0.99932545,0.95,1.0,False
jim jordan,bob gibbs,0.0031022648,0.11,0.0,False
possession,possesion,0.998744,0.95,1.0,False
persuaded,pursuaded,0.99639875,0.89,1.0,False
recurring,reccuring,0.9945976,0.89,1.0,False
james tschanz,james w tschanz,0.98892605,1.0,1.0,False
sbc communications inc,duckabush communications inc,0.0020808717,0.9,0.0,False
exaggerates,exagerates,0.99901646,0.95,1.0,False
architectural,archetectural,0.996782,0.92,1.0,False
skagerrak,skagerak,0.9952932,0.94,1.0,False
anadarko production company,navarro production company,0.012852927,0.91,0.0,False
regular,regluar,0.99930286,0.86,1.0,False
national stone association,arlington education association,0.013762783,0.63,0.0,False
balbir barn,balbir s barn,0.9953271,1.0,1.0,False
dominant,dominiant,0.99978673,0.94,1.0,False
dien dinh,dinh dien,0.26992482,1.0,1.0,True
cpc international inc,pacer international inc,0.0018741499,0.89,0.0,False
seattle times co,seattle steam co,0.6212485,0.81,0.0,True
pete visclosky,peter visclosky,0.9937009,0.97,1.0,False
vermont national education association,national education association,0.0012647164,1.0,0.0,False
mike honda,zoe lofgren,0.082122885,0.38,0.0,False
copley press,express copy,0.9969523,0.83,0.0,True
survivors,survivers,0.99803096,0.89,1.0,False
unsuccessfully,unsuccesfully,0.9971145,0.96,1.0,False
triggered,triguered,0.99941176,0.89,1.0,False
angel fernando kuri morales,angel fernando kuri morales,0.53245306,1.0,1.0,False
worrell enterprises inc,sel enterprises inc,0.00072539103,0.88,0.0,False
extraterrestrials,extraterrestials,0.9334379,0.97,1.0,False
pursue,persue,0.9969878,0.83,1.0,False
landscape forms inc,darlco inc,0.002488432,0.46,0.0,False
organisation,organistion,0.9943551,0.96,1.0,False
sling media inc,singh medical clinic,0.98431844,0.8,0.0,True
harris corp,firstar corp,0.9530154,0.61,0.0,True
temperature,temperture,0.9985296,0.95,1.0,False
edison international,hosteling international,0.046810307,0.79,0.0,False
investigate,investingate,0.9987789,0.96,1.0,False
illinois education association,virginia education association,0.011995483,0.87,0.0,False
motion picture association of america,motion picture association of amer,0.60186404,0.96,1.0,False
hearst co,three qs auto inc,0.0056558144,0.31,0.0,False
mci communications inc,is communications inc,0.0030220945,0.93,0.0,False
nikolaos grammalidis,nikos grammalidis,0.83009076,0.92,1.0,False
pastime,pasttime,0.8700148,0.93,1.0,False
appearances,apperances,0.99881583,0.95,1.0,False
prod inc,prado manager inc,0.02003561,0.56,0.0,False
hispanic chamber of commerce,austin chamber of commerce,0.06381238,0.84,0.0,False
maintenance,maintenence,0.9990494,0.91,1.0,False
ohio newspaper association,mn newspaper association,0.049199056,0.93,0.0,False
san bernadino county medical society,lebanon county medical society,0.6129956,0.85,0.0,True
national pork producers council,nat pork producers council inc,0.15276149,0.85,1.0,True
american federation of police,american federation for childern,0.041750047,0.79,1.0,True
pineapple,pinnaple,0.9900399,0.82,1.0,False
caribbean,carribean,0.91241205,0.89,1.0,False
powerful,poweful,0.999539,0.93,1.0,False
talley industries inc,galt industries inc,0.00019966859,0.85,0.0,False
writing,wirting,0.99804235,0.86,1.0,False
publisher,pubisher,0.99973243,0.94,1.0,False
hearst cooperation,titan corp,0.21970232,0.43,0.0,False
during,durring,0.99958926,0.92,1.0,False
arrangements,arrangments,0.9984965,0.96,1.0,False
left,lefted,0.9201439,0.8,1.0,False
helsinki watch,akhilesh inc,0.00026402963,0.46,0.0,False
spectacular,spectauclar,0.9954124,0.91,1.0,False
mille lacs band of ojibwe,lacs band of ojibwe mille,0.0037848246,1.0,1.0,True
youth pride inc,hot produce inc,0.0003019647,0.53,0.0,False
detached,detatched,0.9977268,0.94,1.0,False
blue shield association,home builders association,0.015742548,0.71,0.0,False
naral pro choice maryland,naral pro choice ny,0.7914329,0.91,0.0,True
monasteries,monestaries,0.9956995,0.82,1.0,False
subsidiary,subsidary,0.9994441,0.95,1.0,False
protect americans rights and resources,benjamin l taylor p a,7.965687e-07,0.27,0.0,False
miscellaneous,miscellanious,0.996566,0.92,1.0,False
del monte corporation,amone corp,0.07245755,0.26,0.0,False
originally,origanaly,0.9992287,0.84,1.0,False
lorax society,cox realty,0.42056704,0.52,0.0,False
american dental hygienists association,kansas dental hygienists association,0.02555589,0.89,0.0,False
emc corporation,midroc operating co,0.0051337094,0.53,0.0,False
mfy legal services inc,maus well service inc,0.2281361,0.6,0.0,False
years,yersa,0.9801412,0.8,1.0,False
illinois association of chiefs of police,indiana association of chiefs of police,0.030136727,0.88,0.0,False
the,tjhe,0.80761576,0.86,1.0,False
announced,annouced,0.9998492,0.94,1.0,False
missouri soybean association,missouri acy association,0.16599521,0.91,0.0,False
chuck fleischmann,charles j fleischmann,0.760194,0.79,1.0,False
structure,sturcture,0.9993657,0.89,1.0,False
during,durig,0.9999571,0.91,1.0,False
tonight,tongiht,0.9999703,0.86,1.0,False
h c industries inc,esco industries inc,0.0065178513,0.88,0.0,False
surrounding,surounding,0.9986204,0.95,1.0,False
hand craft bedding corp,michael hayes dba century 21 advance realty,0.21074146,0.27,0.0,False
notably,notabley,0.99978673,0.93,1.0,False
library,libary,0.9993157,0.92,1.0,False
roses inc,grocers insurance co,0.00010916859,0.28,0.0,False
octahedra,octohedra,0.8135842,0.89,1.0,False
flawless,flawess,0.9996478,0.93,1.0,False
preamble,preample,0.8379222,0.88,1.0,False
reached,reched,0.99837893,0.92,1.0,False
air france,seadrift realty inc,0.017572092,0.28,0.0,False
competent,competant,0.9997502,0.89,1.0,False
mfa central cooperative,central ga cooperative,0.00034251445,0.93,0.0,False
oregon telecommunications association,virginia telecommunications association,0.03856186,0.9,0.0,False
jose l ayala,jose luis ayala,0.98756325,0.91,1.0,False
software associates inc,tofts associates inc,0.20022465,0.84,0.0,False
israelis,israelies,0.9991402,0.94,1.0,False
stb enterprises inc,hbo enterprises inc,8.160586e-06,0.89,0.0,False
missouri broadcasters association,missouri realtors association,0.19390619,0.82,0.0,False
olivier h roux,olivier roux,0.9952296,1.0,1.0,False
amnesty international,montenay international,0.043944746,0.76,0.0,False
parallel,paralell,0.56766146,0.88,1.0,False
ensco international inc,aston international inc,0.26973218,0.85,0.0,False
temporarily,tepmorarily,0.997435,0.91,1.0,False
interest,intrest,0.99996483,0.93,1.0,False
dave weldon,bill posey,0.847403,0.1,0.0,True
leisure,liesure,0.9986046,0.86,1.0,False
between,bewteen,0.9998697,0.86,1.0,False
air line pilots association,airline pilots association intl,0.11488372,0.9,1.0,True
supplemented,supplamented,0.9993748,0.92,1.0,False
republic,repubic,0.99846494,0.93,1.0,False
surrounds,surounds,0.99965847,0.94,1.0,False
american standard inc,american trans air,0.21094912,0.72,0.0,False
david joyce,david macko,0.54044646,0.64,0.0,True
fire island association,latin builders association,0.016342366,0.73,0.0,False
tattoos,tattooes,0.9852043,0.93,1.0,False
configurable,configureable,0.99800944,0.96,1.0,False
dale national bank,lasalle national bank,0.099198826,0.87,0.0,False
friends of the everglades,friends of harold see,0.31518877,0.65,0.0,False
rende,renedered,0.89524496,0.71,1.0,False
red lake nation,rael and letson,0.98589015,0.53,0.0,True
national society of professional engineers,va society of professional engineers,0.07883686,0.96,0.0,False
brief of american land title association,american federation of musicians tempo political,0.26769492,0.55,0.0,False
public power group,bi partisan committee for responsible government,0.05299211,0.21,0.0,False
achieving,acheiving,0.99945194,0.89,1.0,False
filament,filiament,0.99845487,0.94,1.0,False
environmental action,martin environmental inc,0.02336761,0.82,0.0,False
morocco,morroco,0.9950768,0.86,1.0,False
christopher h smith,chris smith,0.86544967,0.73,1.0,False
pennsylvania district attorneys association,pennsylvania utility contractors association,0.14525275,0.76,0.0,False
h c industries inc,industries inc koch,0.014003936,0.92,0.0,False
sheraton international inc,estrin international,0.00037263377,0.79,0.0,False
american civil liberties union of nevada,american civil liberties union oregon,0.21254618,0.9,0.0,False
allstate enterprises inc,atl enterprises inc,0.18204153,0.88,0.0,False
raid,domi agr inc,0.00084879267,0.25,0.0,False
existent,existant,0.9999755,0.88,1.0,False
stb enterprises inc,agustus enterprise inc,0.00010460001,0.68,0.0,False
separatism,seperatism,0.99600345,0.9,1.0,False
asarco incorporated,antar com incorporated,0.055001,0.88,0.0,False
omitting,omiting,0.99980587,0.93,1.0,False
california natural gas vehicle coalition,illinois natural gas vehicle coalition,0.006824097,0.87,0.0,False
persuades,pursuades,0.9725396,0.89,1.0,False
independently,indepedantly,0.9994316,0.88,1.0,False
atochem north america inc,schott north america inc,0.006762925,0.83,0.0,False
indiana chamber of commerce,irvine chamber of commerce,0.014166338,0.84,0.0,False
federation of protestant welfare agencies,bourbon french parfums,0.22288609,0.22,0.0,False
altria group inc,mach industrial group,0.0023096388,0.65,0.0,False
seminole indian tribe of florida,semiole tribe of florida,0.55161536,0.86,1.0,False
finally,fianlly,0.99959284,0.86,1.0,False
liaison,liason,0.9980132,0.92,1.0,False
reinforced,reenforced,0.99977326,0.9,1.0,False
r a b engelen,roy engelen,0.07717974,0.78,1.0,True
national education association,tooele education association,0.018348504,0.86,0.0,False
sling media inc,rio grande mills inc,0.19631481,0.46,0.0,False
hippopotamus,hipopotamus,0.99165756,0.96,1.0,False
boc group inc,capo group inc,0.0808926,0.82,0.0,False
louise m slaughter,louise slaughter,0.83905596,1.0,1.0,False
z tel technologies inc,title technologies inc,0.027897744,0.86,0.0,False
catl fund,df consultants,0.023533653,0.43,0.0,False
thereby,therby,0.9993946,0.92,1.0,False
millennial,millenial,0.99876165,0.95,1.0,False
doing,donig,0.99995565,0.8,1.0,False
academy,accademy,0.9998951,0.93,1.0,False
exercise,exersize,0.99432224,0.75,1.0,False
ana m d moreira,ana moreira,0.4887233,1.0,1.0,True
mccarthyist,mccarthyst,0.99870574,0.95,1.0,False
bowater incorporated,astroview incorporated,0.22143164,0.75,0.0,False
collaborations,colaborations,0.9985192,0.96,1.0,False
town,twon,0.9999496,0.75,1.0,False
invitae corporation,perini corporation,0.0056097754,0.81,0.0,False
eliot l engel,eliot engel,0.9984113,1.0,1.0,False
tyrannies,tyranies,0.99984413,0.94,1.0,False
chris rowen,christopher rowen,0.98613405,0.79,1.0,False
national stone association,national promotions associates,0.49146426,0.75,0.0,False
omega communications inc,cc communications san diego,2.1457121e-05,0.78,0.0,False
midwest food processors association,natl food processors association,0.0143442685,0.92,0.0,False
cartilage,cartilidge,0.99979454,0.84,1.0,False
mark walker,ted budd,0.03278764,0.21,0.0,False
statesman,stateman,0.9966432,0.94,1.0,False
mike doyle,larry maggi,0.008727293,0.38,0.0,False
mcmaster communications inc,secom communications inc,0.09057903,0.86,0.0,False
illogical,ilogical,0.9981393,0.94,1.0,False
omega communications inc,i communications inc,4.2621283e-05,0.95,0.0,False
government,goverment,0.9997076,0.95,1.0,False
doug shepherd,w d shepherd,0.4014638,0.8,1.0,True
american association for justice,maryland association for justice,0.042473022,0.88,0.0,False
name,nmae,0.97055686,0.75,1.0,False
antonio abelem,antonio jorge gomes abelem,0.9995187,1.0,1.0,False
day enterprises,sac enterprises,0.14576863,0.87,0.0,False
national association of black social workers,pace national association of social workers,0.3889049,0.94,0.0,False
emphysema,emphysyma,0.94496965,0.89,1.0,False
satisfactorily,satisfactority,0.99055094,0.93,1.0,False
home builders association of new york,home builders association of kansas,0.7274327,0.89,0.0,True
los angeles police protective league,los angeles police protective league lappl,0.28162447,1.0,1.0,True
national beer wholesalers association,kansas beer wholesalers association,0.19167082,0.89,0.0,False
eaton manufacturing co,gasket manufacturing co,0.1974809,0.84,0.0,False
tig insurance company,sun company inc,0.009359285,0.72,0.0,False
wyatt company,witt company,0.9946324,0.88,0.0,True
persuading,pususading,0.9812673,0.8,1.0,False
state insulation corp,atlantic investors group,0.014174111,0.36,0.0,False
raychem corporation,garcy corporation,0.0023137233,0.79,0.0,False
commercial,commericial,0.9987945,0.95,1.0,False
possibility,possiblility,0.99213594,0.96,1.0,False
unsuccessful,unsucessful,0.9955768,0.96,1.0,False
committed,comitted,0.99995035,0.94,1.0,False
publicly,publicaly,0.9996892,0.94,1.0,False
mentor graphics co,aero sport inc,0.00010932204,0.31,0.0,False
coalition for property rights,humboldt coalition for property rights,0.042444322,1.0,0.0,False
university of chicago,loyola university of chicago,0.9061836,1.0,0.0,True
bay tankers inc,aa rents inc,0.024232155,0.59,0.0,False
mohammed h nafie,mohammed nafie,0.99891675,1.0,1.0,False
to the,tothe,0.99996156,0.55,1.0,False
sheraton international inc,znet international inc,0.06849312,0.87,0.0,False
yourself,youself,0.99991804,0.93,1.0,False
incompatible,incomptable,0.9994282,0.87,1.0,False
fundamentals,fundametals,0.9993506,0.96,1.0,False
meerkat,meerkrat,0.99151194,0.93,1.0,False
kwok h li,kwok hung li,0.9958113,0.88,1.0,False
t v sreenivas,thippur v sreenivas,0.91492873,0.92,1.0,False
oak industries inc,janton industries inc,0.009533367,0.88,0.0,False
